date,year,month,day,hour,camera_id,Gender,Input,Output,Age00,Age10,Age20,Age30,Age40,Age50,Age60,Age70,NaN
2022-04-12 07:00:00,2022,4,12,7,1,1,19,1,0,0,1,4,4,3,8,0,0
2022-04-12 07:00:00,2022,4,12,7,1,2,38,31,0,0,0,0,0,0,0,0,0
2022-04-12 08:00:00,2022,4,12,8,1,0,114,1,0,4,5,7,27,40,31,1,0
2022-04-12 08:00:00,2022,4,12,8,1,1,81,3,0,1,4,25,26,21,7,0,0
2022-04-12 08:00:00,2022,4,12,8,1,2,83,88,0,0,0,0,0,0,0,0,0
2022-04-12 09:00:00,2022,4,12,9,1,0,56,0,0,1,2,4,13,21,12,3,0
2022-04-12 09:00:00,2022,4,12,9,1,1,28,1,0,0,1,8,5,5,10,0,0
2022-04-12 09:00:00,2022,4,12,9,1,2,24,65,0,0,0,0,0,0,0,0,0
2022-04-12 10:00:00,2022,4,12,10,1,0,24,1,0,0,2,3,6,6,6,2,0
2022-04-12 10:00:00,2022,4,12,10,1,1,12,1,0,0,0,5,4,3,1,0,0
2022-04-12 10:00:00,2022,4,12,10,1,2,26,75,0,0,0,0,0,0,0,0,0
2022-04-12 11:00:00,2022,4,12,11,1,0,38,0,0,1,0,4,11,12,9,1,0
2022-04-12 11:00:00,2022,4,12,11,1,1,10,1,0,0,1,0,7,2,0,1,0
2022-04-12 11:00:00,2022,4,12,11,1,2,17,81,0,0,0,0,0,0,0,0,0
2022-04-12 12:00:00,2022,4,12,12,1,0,38,1,0,0,0,2,8,9,19,1,0
2022-04-12 12:00:00,2022,4,12,12,1,1,23,1,0,0,1,7,8,6,2,0,0
2022-04-12 12:00:00,2022,4,12,12,1,2,59,85,0,0,0,0,0,0,0,0,0
2022-04-12 13:00:00,2022,4,12,13,1,0,51,2,0,0,2,3,13,18,15,2,0
2022-04-12 13:00:00,2022,4,12,13,1,1,23,1,0,2,2,9,8,3,0,0,0
2022-04-12 13:00:00,2022,4,12,13,1,2,50,84,0,0,0,0,0,0,0,0,0
2022-04-12 14:00:00,2022,4,12,14,1,0,45,2,0,1,2,8,12,17,6,1,0
2022-04-12 14:00:00,2022,4,12,14,1,1,20,2,0,0,2,9,3,5,3,0,0
2022-04-12 14:00:00,2022,4,12,14,1,2,44,107,0,0,0,0,0,0,0,0,0
2022-04-12 15:00:00,2022,4,12,15,1,0,32,3,0,1,3,9,8,8,6,0,0
2022-04-12 15:00:00,2022,4,12,15,1,1,25,0,0,1,1,9,8,2,4,0,0
2022-04-12 15:00:00,2022,4,12,15,1,2,38,75,0,0,0,0,0,0,0,0,0
2022-04-12 16:00:00,2022,4,12,16,1,0,47,1,1,2,5,6,11,17,6,0,0
2022-04-12 16:00:00,2022,4,12,16,1,1,25,2,0,0,7,6,11,2,1,0,0
2022-04-12 16:00:00,2022,4,12,16,1,2,32,75,0,0,0,0,0,0,0,0,0
2022-04-12 17:00:00,2022,4,12,17,1,0,68,3,0,0,7,17,23,14,9,1,0
2022-04-12 17:00:00,2022,4,12,17,1,1,46,2,0,4,9,19,10,4,2,0,0
2022-04-12 17:00:00,2022,4,12,17,1,2,25,139,0,0,0,0,0,0,0,0,0
2022-04-12 18:00:00,2022,4,12,18,1,0,108,4,0,1,5,21,38,24,21,2,0
2022-04-12 18:00:00,2022,4,12,18,1,1,60,0,0,0,6,30,18,5,1,0,0
2022-04-12 18:00:00,2022,4,12,18,1,2,48,221,0,0,0,0,0,0,0,0,0
2022-04-12 19:00:00,2022,4,12,19,1,0,61,3,0,4,20,12,14,9,4,1,0
2022-04-12 19:00:00,2022,4,12,19,1,1,61,2,0,7,35,18,0,3,0,0,0
2022-04-12 19:00:00,2022,4,12,19,1,2,67,137,0,0,0,0,0,0,0,0,0
2022-04-12 20:00:00,2022,4,12,20,1,0,56,2,0,5,17,19,5,11,1,0,0
2022-04-12 20:00:00,2022,4,12,20,1,1,48,2,0,2,21,20,6,1,0,0,0
2022-04-12 20:00:00,2022,4,12,20,1,2,56,91,0,0,0,0,0,0,0,0,0
2022-04-12 21:00:00,2022,4,12,21,1,0,70,1,0,7,17,27,12,6,2,0,0
2022-04-12 21:00:00,2022,4,12,21,1,1,34,2,2,4,16,11,2,1,0,0,0
2022-04-12 21:00:00,2022,4,12,21,1,2,62,87,0,0,0,0,0,0,0,0,0
2022-04-12 22:00:00,2022,4,12,22,1,0,44,6,0,0,13,21,12,3,1,0,0
2022-04-12 22:00:00,2022,4,12,22,1,1,28,2,1,4,13,8,2,1,1,0,0
2022-04-12 22:00:00,2022,4,12,22,1,2,39,65,0,0,0,0,0,0,0,0,0
2022-04-12 23:00:00,2022,4,12,23,1,0,63,1,0,2,10,26,17,6,3,0,0
2022-04-12 23:00:00,2022,4,12,23,1,1,38,1,0,3,13,16,4,2,1,0,0
2022-04-12 23:00:00,2022,4,12,23,1,2,33,45,0,0,0,0,0,0,0,0,0
2022-04-13 00:00:00,2022,4,13,0,1,0,20,1,0,1,3,7,8,2,0,0,0
2022-04-13 00:00:00,2022,4,13,0,1,1,13,0,0,1,5,6,1,0,0,0,0
2022-04-13 00:00:00,2022,4,13,0,1,2,17,22,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,2022,4,13,1,1,0,21,6,0,0,5,8,6,4,4,0,0
2022-04-13 01:00:00,2022,4,13,1,1,1,23,3,0,1,12,9,3,1,0,0,0
2022-04-13 01:00:00,2022,4,13,1,1,2,26,61,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,2022,4,13,2,1,0,5,0,0,0,2,0,2,1,0,0,0
2022-04-13 02:00:00,2022,4,13,2,1,1,1,0,0,1,0,0,0,0,0,0,0
2022-04-13 02:00:00,2022,4,13,2,1,2,7,25,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,2022,4,13,3,1,0,8,0,0,0,3,2,2,1,0,0,0
2022-04-13 03:00:00,2022,4,13,3,1,1,3,0,0,0,1,1,1,0,0,0,0
2022-04-13 03:00:00,2022,4,13,3,1,2,4,19,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,2022,4,13,4,1,0,5,0,0,1,0,0,2,1,1,0,0
2022-04-13 04:00:00,2022,4,13,4,1,1,2,0,0,0,1,1,0,0,0,0,0
2022-04-13 04:00:00,2022,4,13,4,1,2,11,13,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,2022,4,13,5,1,0,2,0,0,1,0,0,1,0,0,0,0
2022-04-13 05:00:00,2022,4,13,5,1,1,4,0,0,1,0,3,0,0,0,0,0
2022-04-13 05:00:00,2022,4,13,5,1,2,11,15,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,2022,4,13,6,1,0,23,0,0,0,0,3,3,10,5,2,0
2022-04-13 06:00:00,2022,4,13,6,1,1,6,1,0,0,2,3,1,1,0,0,0
2022-04-13 06:00:00,2022,4,13,6,1,2,8,21,0,0,0,0,0,0,0,0,0
2022-04-13 07:00:00,2022,4,13,7,1,0,67,0,0,1,0,5,6,33,20,2,0
2022-04-13 07:00:00,2022,4,13,7,1,1,18,0,0,0,2,7,2,5,2,0,0
2022-04-13 07:00:00,2022,4,13,7,1,2,36,47,0,0,0,0,0,0,0,0,0
2022-04-13 08:00:00,2022,4,13,8,1,0,112,1,0,2,3,5,24,49,29,1,0
2022-04-13 08:00:00,2022,4,13,8,1,1,72,0,0,0,4,20,25,14,8,1,0
2022-04-13 08:00:00,2022,4,13,8,1,2,80,91,0,0,0,0,0,0,0,0,0
2022-04-13 09:00:00,2022,4,13,9,1,0,35,0,0,1,0,2,9,10,9,4,0
2022-04-13 09:00:00,2022,4,13,9,1,1,21,0,0,0,1,4,12,3,0,1,0
2022-04-13 09:00:00,2022,4,13,9,1,2,26,62,0,0,0,0,0,0,0,0,0
2022-04-13 10:00:00,2022,4,13,10,1,0,41,0,0,1,2,4,10,11,10,3,0
2022-04-13 10:00:00,2022,4,13,10,1,1,23,0,0,0,3,2,5,8,5,0,0
2022-04-13 10:00:00,2022,4,13,10,1,2,33,66,0,0,0,0,0,0,0,0,0
2022-04-13 11:00:00,2022,4,13,11,1,0,40,2,0,3,1,2,8,14,13,1,0
2022-04-13 11:00:00,2022,4,13,11,1,1,9,1,0,0,0,3,3,1,3,0,0
2022-04-13 11:00:00,2022,4,13,11,1,2,29,62,0,0,0,0,0,0,0,0,0
2022-04-13 12:00:00,2022,4,13,12,1,0,70,1,0,2,1,6,16,32,9,5,0
2022-04-13 12:00:00,2022,4,13,12,1,1,21,1,0,0,0,5,7,7,3,0,0
2022-04-13 12:00:00,2022,4,13,12,1,2,42,119,0,0,0,0,0,0,0,0,0
2022-04-13 13:00:00,2022,4,13,13,1,0,43,1,0,0,2,2,14,13,13,0,0
2022-04-13 13:00:00,2022,4,13,13,1,1,25,2,0,0,3,9,5,4,5,1,0
2022-04-13 13:00:00,2022,4,13,13,1,2,36,129,0,0,0,0,0,0,0,0,0
2022-04-13 14:00:00,2022,4,13,14,1,0,44,3,0,0,3,4,9,12,14,5,0
2022-04-13 14:00:00,2022,4,13,14,1,1,17,1,0,1,1,5,6,3,2,0,0
2022-04-13 14:00:00,2022,4,13,14,1,2,31,79,0,0,0,0,0,0,0,0,0
2022-04-13 15:00:00,2022,4,13,15,1,0,42,2,0,1,3,4,9,17,8,2,0
2022-04-13 15:00:00,2022,4,13,15,1,1,22,0,0,0,0,6,7,5,4,0,0
2022-04-13 15:00:00,2022,4,13,15,1,2,27,100,0,0,0,0,0,0,0,0,0
2022-04-13 16:00:00,2022,4,13,16,1,0,44,3,0,2,3,4,10,17,9,2,0
2022-04-13 16:00:00,2022,4,13,16,1,1,27,3,0,1,3,7,6,7,5,1,0
2022-04-13 16:00:00,2022,4,13,16,1,2,27,90,0,0,0,0,0,0,0,0,0
2022-04-13 17:00:00,2022,4,13,17,1,0,78,3,0,1,3,4,21,30,19,3,0
2022-04-13 17:00:00,2022,4,13,17,1,1,50,0,0,2,3,16,19,8,1,1,0
2022-04-13 17:00:00,2022,4,13,17,1,2,43,177,0,0,0,0,0,0,0,0,0
2022-04-13 18:00:00,2022,4,13,18,1,0,106,6,0,1,6,22,35,27,19,2,0
2022-04-13 18:00:00,2022,4,13,18,1,1,62,0,0,1,3,21,20,12,5,0,0
2022-04-13 18:00:00,2022,4,13,18,1,2,67,250,0,0,0,0,0,0,0,0,0
2022-04-13 19:00:00,2022,4,13,19,1,0,56,1,0,3,15,22,9,3,5,0,0
2022-04-13 19:00:00,2022,4,13,19,1,1,47,3,0,4,23,17,5,1,0,0,0
2022-04-13 19:00:00,2022,4,13,19,1,2,43,120,0,0,0,0,0,0,0,0,0
2022-04-13 20:00:00,2022,4,13,20,1,0,51,5,1,3,10,22,14,5,1,0,0
2022-04-13 20:00:00,2022,4,13,20,1,1,46,1,1,4,25,15,0,1,1,0,0
2022-04-13 20:00:00,2022,4,13,20,1,2,44,96,0,0,0,0,0,0,0,0,0
2022-04-13 21:00:00,2022,4,13,21,1,0,66,4,0,5,17,20,17,10,1,0,0
2022-04-13 21:00:00,2022,4,13,21,1,1,49,2,0,5,26,18,2,0,0,0,0
2022-04-13 21:00:00,2022,4,13,21,1,2,76,90,0,0,0,0,0,0,0,0,0
2022-04-13 22:00:00,2022,4,13,22,1,0,43,1,0,4,21,7,10,1,1,0,0
2022-04-13 22:00:00,2022,4,13,22,1,1,31,3,0,7,15,10,1,0,0,1,0
2022-04-13 22:00:00,2022,4,13,22,1,2,50,67,0,0,0,0,0,0,0,0,0
2022-04-13 23:00:00,2022,4,13,23,1,0,44,1,1,3,5,11,14,9,2,0,0
2022-04-13 23:00:00,2022,4,13,23,1,1,18,2,1,1,6,9,2,0,1,0,0
2022-04-13 23:00:00,2022,4,13,23,1,2,36,47,0,0,0,0,0,0,0,0,0
2022-04-14 00:00:00,2022,4,14,0,1,0,35,0,0,3,12,9,7,3,1,0,0
2022-04-14 00:00:00,2022,4,14,0,1,1,9,1,0,0,5,5,0,0,0,0,0
2022-04-14 00:00:00,2022,4,14,0,1,2,18,36,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,2022,4,14,1,1,0,8,0,0,0,1,2,3,2,0,0,0
2022-04-14 01:00:00,2022,4,14,1,1,1,10,0,0,2,6,1,0,1,0,0,0
2022-04-14 01:00:00,2022,4,14,1,1,2,11,17,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,2022,4,14,2,1,0,2,2,0,0,0,1,1,2,0,0,0
2022-04-14 02:00:00,2022,4,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,2022,4,14,2,1,2,9,16,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,2022,4,14,3,1,0,3,0,0,1,0,1,1,0,0,0,0
2022-04-14 03:00:00,2022,4,14,3,1,1,3,0,0,1,1,1,0,0,0,0,0
2022-04-14 03:00:00,2022,4,14,3,1,2,1,8,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,2022,4,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,2022,4,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,2022,4,14,4,1,2,1,11,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,2022,4,14,5,1,0,4,0,0,0,0,2,0,0,2,0,0
2022-04-14 05:00:00,2022,4,14,5,1,1,4,0,0,1,1,1,0,1,0,0,0
2022-04-14 05:00:00,2022,4,14,5,1,2,6,13,0,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,2022,4,14,6,1,0,17,1,0,0,2,1,3,4,6,2,0
2022-04-14 06:00:00,2022,4,14,6,1,1,7,1,1,1,1,1,2,2,0,0,0
2022-04-14 06:00:00,2022,4,14,6,1,2,12,19,0,0,0,0,0,0,0,0,0
2022-04-14 07:00:00,2022,4,14,7,1,0,25,0,0,0,2,5,4,9,5,0,0
2022-04-14 07:00:00,2022,4,14,7,1,1,14,1,0,2,0,7,3,0,3,0,0
2022-04-14 07:00:00,2022,4,14,7,1,2,58,53,0,0,0,0,0,0,0,0,0
2022-04-14 08:00:00,2022,4,14,8,1,0,47,1,0,0,7,10,13,13,5,0,0
2022-04-14 08:00:00,2022,4,14,8,1,1,40,0,0,3,11,15,5,3,3,0,0
2022-04-14 08:00:00,2022,4,14,8,1,2,164,100,0,0,0,0,0,0,0,0,0
2022-04-14 09:00:00,2022,4,14,9,1,0,23,0,0,0,0,9,7,4,2,1,0
2022-04-14 09:00:00,2022,4,14,9,1,1,14,1,0,2,2,4,5,2,0,0,0
2022-04-14 09:00:00,2022,4,14,9,1,2,30,59,0,0,0,0,0,0,0,0,0
2022-04-14 10:00:00,2022,4,14,10,1,0,13,0,0,0,2,0,5,4,2,0,0
2022-04-14 10:00:00,2022,4,14,10,1,1,10,0,0,1,2,6,0,0,1,0,0
2022-04-14 10:00:00,2022,4,14,10,1,2,29,43,0,0,0,0,0,0,0,0,0
2022-04-14 11:00:00,2022,4,14,11,1,0,14,0,0,0,0,2,4,4,4,0,0
2022-04-14 11:00:00,2022,4,14,11,1,1,9,0,0,0,1,3,2,3,0,0,0
2022-04-14 11:00:00,2022,4,14,11,1,2,38,46,0,0,0,0,0,0,0,0,0
2022-04-14 12:00:00,2022,4,14,12,1,0,24,0,0,0,0,4,4,10,4,2,0
2022-04-14 12:00:00,2022,4,14,12,1,1,8,0,0,1,0,2,3,2,0,0,0
2022-04-14 12:00:00,2022,4,14,12,1,2,37,47,0,0,0,0,0,0,0,0,0
2022-04-14 13:00:00,2022,4,14,13,1,0,20,1,0,0,0,6,2,4,7,2,0
2022-04-14 13:00:00,2022,4,14,13,1,1,10,0,0,1,1,5,0,2,1,0,0
2022-04-14 13:00:00,2022,4,14,13,1,2,36,65,0,0,0,0,0,0,0,0,0
2022-04-14 14:00:00,2022,4,14,14,1,0,33,1,0,1,3,2,5,10,12,1,0
2022-04-14 14:00:00,2022,4,14,14,1,1,6,0,0,0,2,0,1,1,2,0,0
2022-04-14 14:00:00,2022,4,14,14,1,2,31,71,0,0,0,0,0,0,0,0,0
2022-04-14 15:00:00,2022,4,14,15,1,0,29,2,0,0,1,3,9,12,5,1,0
2022-04-14 15:00:00,2022,4,14,15,1,1,19,0,0,0,2,1,9,4,2,1,0
2022-04-14 15:00:00,2022,4,14,15,1,2,25,67,0,0,0,0,0,0,0,0,0
2022-04-14 16:00:00,2022,4,14,16,1,0,54,1,0,2,5,1,10,19,15,3,0
2022-04-14 16:00:00,2022,4,14,16,1,1,15,4,0,0,2,5,4,4,3,1,0
2022-04-14 16:00:00,2022,4,14,16,1,2,30,85,0,0,0,0,0,0,0,0,0
2022-04-14 17:00:00,2022,4,14,17,1,0,75,4,0,1,1,8,18,26,21,4,0
2022-04-14 17:00:00,2022,4,14,17,1,1,29,2,0,1,0,2,12,9,7,0,0
2022-04-14 17:00:00,2022,4,14,17,1,2,56,181,0,0,0,0,0,0,0,0,0
2022-04-14 18:00:00,2022,4,14,18,1,0,89,5,0,3,6,14,25,27,14,5,0
2022-04-14 18:00:00,2022,4,14,18,1,1,40,0,0,1,4,18,10,3,3,1,0
2022-04-14 18:00:00,2022,4,14,18,1,2,72,206,0,0,0,0,0,0,0,0,0
2022-04-14 19:00:00,2022,4,14,19,1,0,48,2,0,3,16,11,10,5,5,0,0
2022-04-14 19:00:00,2022,4,14,19,1,1,41,2,1,4,23,8,5,1,1,0,0
2022-04-14 19:00:00,2022,4,14,19,1,2,75,133,0,0,0,0,0,0,0,0,0
2022-04-14 20:00:00,2022,4,14,20,1,0,62,2,0,4,19,14,16,10,1,0,0
2022-04-14 20:00:00,2022,4,14,20,1,1,32,2,1,7,20,4,1,1,0,0,0
2022-04-14 20:00:00,2022,4,14,20,1,2,62,83,0,0,0,0,0,0,0,0,0
2022-04-14 21:00:00,2022,4,14,21,1,0,52,3,0,2,18,17,10,7,1,0,0
2022-04-14 21:00:00,2022,4,14,21,1,1,30,2,1,4,15,11,1,0,0,0,0
2022-04-14 21:00:00,2022,4,14,21,1,2,47,69,0,0,0,0,0,0,0,0,0
2022-04-14 22:00:00,2022,4,14,22,1,0,40,1,0,2,9,15,9,6,0,0,0
2022-04-14 22:00:00,2022,4,14,22,1,1,17,0,0,2,9,4,1,0,1,0,0
2022-04-14 22:00:00,2022,4,14,22,1,2,46,46,0,0,0,0,0,0,0,0,0
2022-04-14 23:00:00,2022,4,14,23,1,0,29,0,1,2,6,11,4,2,3,0,0
2022-04-14 23:00:00,2022,4,14,23,1,1,19,0,0,0,7,11,1,0,0,0,0
2022-04-14 23:00:00,2022,4,14,23,1,2,33,35,0,0,0,0,0,0,0,0,0
2022-04-15 00:00:00,2022,4,15,0,1,0,28,0,0,0,6,10,10,2,0,0,0
2022-04-15 00:00:00,2022,4,15,0,1,1,20,0,1,1,3,13,2,0,0,0,0
2022-04-15 00:00:00,2022,4,15,0,1,2,22,39,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,2022,4,15,1,1,0,16,3,0,1,3,4,4,7,0,0,0
2022-04-15 01:00:00,2022,4,15,1,1,1,16,1,0,2,12,2,1,0,0,0,0
2022-04-15 01:00:00,2022,4,15,1,1,2,15,28,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,2022,4,15,2,1,0,3,1,0,0,0,0,3,1,0,0,0
2022-04-15 02:00:00,2022,4,15,2,1,1,3,0,0,0,1,2,0,0,0,0,0
2022-04-15 02:00:00,2022,4,15,2,1,2,9,14,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,2022,4,15,3,1,0,2,0,0,0,0,1,0,0,1,0,0
2022-04-15 03:00:00,2022,4,15,3,1,1,2,1,0,2,1,0,0,0,0,0,0
2022-04-15 03:00:00,2022,4,15,3,1,2,6,8,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,2022,4,15,4,1,0,4,0,0,0,1,1,2,0,0,0,0
2022-04-15 04:00:00,2022,4,15,4,1,1,1,0,0,0,0,0,1,0,0,0,0
2022-04-15 04:00:00,2022,4,15,4,1,2,1,10,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,2022,4,15,5,1,0,2,0,0,0,0,1,0,1,0,0,0
2022-04-15 05:00:00,2022,4,15,5,1,1,2,0,0,0,0,1,0,0,1,0,0
2022-04-15 05:00:00,2022,4,15,5,1,2,6,5,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,2022,4,15,6,1,0,15,0,0,0,1,2,5,2,4,1,0
2022-04-15 06:00:00,2022,4,15,6,1,1,8,1,0,0,1,7,1,0,0,0,0
2022-04-15 06:00:00,2022,4,15,6,1,2,9,15,0,0,0,0,0,0,0,0,0
2022-04-15 07:00:00,2022,4,15,7,1,0,51,1,0,1,1,3,11,16,18,2,0
2022-04-15 07:00:00,2022,4,15,7,1,1,10,0,0,0,4,3,1,1,1,0,0
2022-04-15 07:00:00,2022,4,15,7,1,2,21,47,0,0,0,0,0,0,0,0,0
2022-04-15 08:00:00,2022,4,15,8,1,0,69,0,0,1,7,6,17,20,16,2,0
2022-04-15 08:00:00,2022,4,15,8,1,1,47,2,0,1,6,15,9,12,6,0,0
2022-04-15 08:00:00,2022,4,15,8,1,2,125,110,0,0,0,0,0,0,0,0,0
2022-04-15 09:00:00,2022,4,15,9,1,0,40,0,0,0,3,9,6,8,12,2,0
2022-04-15 09:00:00,2022,4,15,9,1,1,21,1,0,2,2,3,8,6,1,0,0
2022-04-15 09:00:00,2022,4,15,9,1,2,28,65,0,0,0,0,0,0,0,0,0
2022-04-15 10:00:00,2022,4,15,10,1,0,40,1,0,2,2,1,5,11,15,5,0
2022-04-15 10:00:00,2022,4,15,10,1,1,11,0,0,0,1,0,6,3,1,0,0
2022-04-15 10:00:00,2022,4,15,10,1,2,31,55,0,0,0,0,0,0,0,0,0
2022-04-15 11:00:00,2022,4,15,11,1,0,36,1,0,1,1,6,6,12,10,1,0
2022-04-15 11:00:00,2022,4,15,11,1,1,10,0,0,0,0,1,4,2,3,0,0
2022-04-15 11:00:00,2022,4,15,11,1,2,17,71,0,0,0,0,0,0,0,0,0
2022-04-15 12:00:00,2022,4,15,12,1,0,56,2,0,1,3,9,11,18,10,6,0
2022-04-15 12:00:00,2022,4,15,12,1,1,20,1,0,0,2,4,6,4,5,0,0
2022-04-15 12:00:00,2022,4,15,12,1,2,28,92,0,0,0,0,0,0,0,0,0
2022-04-15 13:00:00,2022,4,15,13,1,0,40,3,2,1,1,3,10,17,7,2,0
2022-04-15 13:00:00,2022,4,15,13,1,1,17,0,0,0,3,5,3,2,4,0,0
2022-04-15 13:00:00,2022,4,15,13,1,2,32,92,0,0,0,0,0,0,0,0,0
2022-04-15 14:00:00,2022,4,15,14,1,0,42,3,0,1,2,7,7,12,13,3,0
2022-04-15 14:00:00,2022,4,15,14,1,1,27,0,1,1,5,5,6,5,4,0,0
2022-04-15 14:00:00,2022,4,15,14,1,2,37,80,0,0,0,0,0,0,0,0,0
2022-04-15 15:00:00,2022,4,15,15,1,0,60,3,0,1,2,3,12,22,21,2,0
2022-04-15 15:00:00,2022,4,15,15,1,1,19,0,0,1,1,3,8,3,2,1,0
2022-04-15 15:00:00,2022,4,15,15,1,2,23,55,0,0,0,0,0,0,0,0,0
2022-04-15 16:00:00,2022,4,15,16,1,0,49,1,0,1,4,8,13,13,11,0,0
2022-04-15 16:00:00,2022,4,15,16,1,1,27,3,0,0,2,6,16,3,2,1,0
2022-04-15 16:00:00,2022,4,15,16,1,2,33,112,0,0,0,0,0,0,0,0,0
2022-04-15 17:00:00,2022,4,15,17,1,0,73,3,1,1,1,6,20,23,19,5,0
2022-04-15 17:00:00,2022,4,15,17,1,1,47,0,0,0,2,12,11,14,8,0,0
2022-04-15 17:00:00,2022,4,15,17,1,2,54,193,0,0,0,0,0,0,0,0,0
2022-04-15 18:00:00,2022,4,15,18,1,0,93,5,0,1,9,20,24,25,14,5,0
2022-04-15 18:00:00,2022,4,15,18,1,1,59,0,0,1,12,22,18,4,2,0,0
2022-04-15 18:00:00,2022,4,15,18,1,2,87,250,0,0,0,0,0,0,0,0,0
2022-04-15 19:00:00,2022,4,15,19,1,0,73,1,0,3,18,27,6,16,3,1,0
2022-04-15 19:00:00,2022,4,15,19,1,1,58,2,0,3,25,20,10,0,2,0,0
2022-04-15 19:00:00,2022,4,15,19,1,2,55,157,0,0,0,0,0,0,0,0,0
2022-04-15 20:00:00,2022,4,15,20,1,0,76,2,0,5,25,20,14,10,4,0,0
2022-04-15 20:00:00,2022,4,15,20,1,1,68,1,1,9,38,14,5,2,0,0,0
2022-04-15 20:00:00,2022,4,15,20,1,2,70,141,0,0,0,0,0,0,0,0,0
2022-04-15 21:00:00,2022,4,15,21,1,0,96,4,1,8,26,28,21,11,5,0,0
2022-04-15 21:00:00,2022,4,15,21,1,1,73,2,1,8,38,19,8,1,0,0,0
2022-04-15 21:00:00,2022,4,15,21,1,2,93,106,0,0,0,0,0,0,0,0,0
2022-04-15 22:00:00,2022,4,15,22,1,0,66,3,0,2,21,23,13,10,0,0,0
2022-04-15 22:00:00,2022,4,15,22,1,1,63,2,0,8,30,20,7,0,0,0,0
2022-04-15 22:00:00,2022,4,15,22,1,2,64,112,0,0,0,0,0,0,0,0,0
2022-04-15 23:00:00,2022,4,15,23,1,0,62,3,0,2,13,25,15,7,1,2,0
2022-04-15 23:00:00,2022,4,15,23,1,1,36,1,0,3,9,18,7,0,0,0,0
2022-04-15 23:00:00,2022,4,15,23,1,2,42,55,0,0,0,0,0,0,0,0,0
2022-04-16 00:00:00,2022,4,16,0,1,0,41,0,1,3,11,11,12,2,1,0,0
2022-04-16 00:00:00,2022,4,16,0,1,1,22,1,1,3,10,8,0,0,1,0,0
2022-04-16 00:00:00,2022,4,16,0,1,2,45,54,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,2022,4,16,1,1,0,22,1,0,1,6,8,4,3,1,0,0
2022-04-16 01:00:00,2022,4,16,1,1,1,23,1,1,4,10,8,1,0,0,0,0
2022-04-16 01:00:00,2022,4,16,1,1,2,22,47,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,2022,4,16,2,1,0,13,0,0,1,1,7,3,1,0,0,0
2022-04-16 02:00:00,2022,4,16,2,1,1,9,0,0,1,2,4,2,0,0,0,0
2022-04-16 02:00:00,2022,4,16,2,1,2,14,14,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,2022,4,16,3,1,0,7,1,0,0,4,1,3,0,0,0,0
2022-04-16 03:00:00,2022,4,16,3,1,1,5,1,0,2,3,1,0,0,0,0,0
2022-04-16 03:00:00,2022,4,16,3,1,2,13,14,0,0,0,0,0,0,0,0,0
2022-04-16 04:00:00,2022,4,16,4,1,0,3,0,0,0,2,0,1,0,0,0,0
2022-04-16 04:00:00,2022,4,16,4,1,1,5,0,0,1,1,2,1,0,0,0,0
2022-04-16 04:00:00,2022,4,16,4,1,2,12,38,0,0,0,0,0,0,0,0,0
2022-04-16 05:00:00,2022,4,16,5,1,0,13,0,0,0,3,3,4,2,1,0,0
2022-04-16 05:00:00,2022,4,16,5,1,1,3,1,1,0,0,2,1,0,0,0,0
2022-04-16 05:00:00,2022,4,16,5,1,2,10,13,0,0,0,0,0,0,0,0,0
2022-04-16 06:00:00,2022,4,16,6,1,0,13,0,0,0,0,1,4,5,2,1,0
2022-04-16 06:00:00,2022,4,16,6,1,1,2,0,0,0,0,1,0,1,0,0,0
2022-04-16 06:00:00,2022,4,16,6,1,2,5,14,0,0,0,0,0,0,0,0,0
2022-04-16 07:00:00,2022,4,16,7,1,0,12,1,0,0,1,1,2,3,5,1,0
2022-04-16 07:00:00,2022,4,16,7,1,1,14,0,0,1,0,1,2,5,5,0,0
2022-04-16 07:00:00,2022,4,16,7,1,2,15,21,0,0,0,0,0,0,0,0,0
